Date,Months,Year,Product,Brand,Size,Quantity Sold,Unit Price(in Rupees),Margin (%),Profit(in Rupees),Net Profit(in Rupees),Total Revenue(in Rupees),Tax (GST % ),Tax Amount(in Rupees),Net Tax,Stock Availability,Dealer Location
15-10-2023,October,2023,Sandals,Adidas,8,42,2509,0.15,376,15808,89578,0.12,301,12646,99,Delhi
15-10-2023,October,2023,Sandals,Paragon,10,38,563,0.4,225,8562,12842,0.12,68,2568,67,Haryana
15-10-2023,October,2023,Heels,Puma,9,43,3083,0.2,617,26513,106053,0.12,370,15908,86,Delhi
15-10-2023,October,2023,Flats,Bata,6,17,3739,0.3,1122,19069,44495,0.12,449,7628,182,Haryana
15-10-2023,October,2023,Flats,Nike,9,20,11689,0.15,1753,35067,198712,0.12,1403,28053,144,Mumbai
15-10-2023,October,2023,Sneakers,Adidas,7,24,2047,0.15,307,7370,41763,0.12,246,5896,194,Delhi
15-10-2023,October,2023,Sneakers,Bata,11,46,1479,0.3,444,20404,47610,0.12,177,8162,59,Delhi
15-10-2023,October,2023,Flats,Paragon,6,11,2122,0.4,849,9337,14006,0.12,255,2801,196,Haryana
15-10-2023,October,2023,Flats,Bata,8,49,2547,0.3,764,37442,87365,0.12,306,14977,110,Mumbai
15-10-2023,October,2023,Flats,Liberty,9,26,1363,0.4,545,14174,21261,0.12,164,4252,166,Pune
15-10-2023,October,2023,Sandals,Adidas,8,44,9036,0.15,1355,59635,337930,0.12,1084,47708,86,Delhi
15-10-2023,October,2023,Sandals,Paragon,10,21,2908,0.4,1163,24424,36636,0.12,349,7327,115,Mumbai
15-10-2023,October,2023,Sneakers,Bata,10,11,2727,0.3,818,8999,20997,0.12,327,3600,86,Mumbai
16-10-2023,October,2023,Sandals,Bata,10,44,4407,0.3,1322,58169,135727,0.12,529,23268,82,Mumbai
16-10-2023,October,2023,Heels,Paragon,8,23,2855,0.4,1142,26263,39395,0.12,343,7879,156,Haryana
16-10-2023,October,2023,Sandals,Paragon,8,38,2881,0.4,1152,43790,65685,0.12,346,13137,143,Haryana
16-10-2023,October,2023,Sandals,Bata,10,35,1532,0.3,460,16091,37545,0.12,184,6436,102,Pune
17-10-2023,October,2023,Boots,Paragon,7,46,986,0.4,395,18152,27227,0.12,118,5445,143,Mumbai
17-10-2023,October,2023,Sandals,Paragon,11,36,1437,0.4,575,20694,31040,0.12,172,6208,104,Mumbai
17-10-2023,October,2023,Sandals,Adidas,9,16,6343,0.15,951,15222,86260,0.12,761,12178,126,Haryana
17-10-2023,October,2023,Heels,Metro,9,36,1204,0.3,361,12998,30329,0.12,144,5199,136,Delhi
17-10-2023,October,2023,Flats,Adidas,10,34,9497,0.15,1425,48435,274463,0.12,1140,38748,96,Haryana
17-10-2023,October,2023,Sandals,Nike,10,23,7632,0.15,1145,26329,149199,0.12,916,21063,94,Pune
17-10-2023,October,2023,Sandals,Paragon,10,46,2423,0.4,969,44585,66878,0.12,291,13375,152,Pune
18-10-2023,October,2023,Flats,Adidas,7,36,4532,0.15,680,24472,138677,0.12,544,19578,83,Delhi
18-10-2023,October,2023,Flats,Liberty,8,49,2833,0.4,1133,55518,83277,0.12,340,16656,185,Pune
18-10-2023,October,2023,Flats,Paragon,6,16,2467,0.4,987,15791,23687,0.12,296,4737,55,Delhi
18-10-2023,October,2023,Sneakers,Nike,8,15,6760,0.15,1014,15209,86184,0.12,811,12167,101,Mumbai
18-10-2023,October,2023,Flats,Adidas,7,29,8725,0.15,1309,37955,215082,0.12,1047,30364,130,Mumbai
18-10-2023,October,2023,Flats,Bata,9,31,3814,0.3,1144,35474,82773,0.12,458,14190,127,Mumbai
18-10-2023,October,2023,Sneakers,Paragon,7,19,908,0.4,363,6902,10353,0.12,109,2071,186,Delhi
18-10-2023,October,2023,Flats,Bata,7,45,3209,0.3,963,43325,101092,0.12,385,17330,121,Haryana
19-10-2023,October,2023,Sneakers,Paragon,7,38,743,0.4,297,11289,16933,0.12,89,3387,84,Delhi
19-10-2023,October,2023,Sandals,Liberty,8,40,926,0.4,370,14818,22227,0.12,111,4446,200,Delhi
19-10-2023,October,2023,Flats,Bata,8,47,3288,0.3,986,46356,108163,0.12,395,18542,55,Haryana
19-10-2023,October,2023,Sandals,Paragon,9,32,2714,0.4,1086,34739,52109,0.12,326,10422,144,Delhi
19-10-2023,October,2023,Sneakers,Adidas,7,49,4401,0.15,660,32346,183295,0.12,528,25877,88,Mumbai
20-10-2023,October,2023,Flats,Paragon,7,50,1302,0.4,521,26035,39052,0.12,156,7810,71,Mumbai
20-10-2023,October,2023,Sandals,Paragon,9,11,2055,0.4,822,9040,13561,0.12,247,2712,156,Pune
20-10-2023,October,2023,Sneakers,Bata,8,22,3054,0.3,916,20154,47027,0.12,366,8062,56,Pune
20-10-2023,October,2023,Sandals,Bata,7,13,3598,0.3,1079,14031,32738,0.12,432,5612,128,Mumbai
20-10-2023,October,2023,Sandals,Bata,8,31,1162,0.3,349,10805,25211,0.12,139,4322,167,Mumbai
20-10-2023,October,2023,Flats,Nike,8,45,3376,0.15,506,22791,129151,0.12,405,18233,52,Pune
20-10-2023,October,2023,Flats,Paragon,6,29,1452,0.4,581,16839,25259,0.12,174,5052,147,Haryana
20-10-2023,October,2023,Sandals,Nike,10,27,11362,0.15,1704,46017,260764,0.12,1363,36814,143,Mumbai
21-10-2023,October,2023,Heels,Bata,8,31,1529,0.3,459,14223,33187,0.12,184,5689,116,Mumbai
21-10-2023,October,2023,Flats,Adidas,9,28,4133,0.15,620,17360,98374,0.12,496,13888,71,Haryana
21-10-2023,October,2023,Flats,Paragon,8,42,2740,0.4,1096,46024,69037,0.12,329,13808,82,Delhi
21-10-2023,October,2023,Flats,Metro,7,25,1298,0.3,389,9732,22709,0.12,156,3893,66,Mumbai
21-10-2023,October,2023,Sneakers,Paragon,7,15,2659,0.4,1064,15955,23933,0.12,319,4787,53,Delhi
21-10-2023,October,2023,Flats,Bata,9,14,1625,0.3,487,6825,15925,0.12,195,2730,167,Pune
21-10-2023,October,2023,Flats,Bata,10,16,3450,0.3,1035,16561,38643,0.12,414,6624,85,Delhi
21-10-2023,October,2023,Boots,Paragon,6,21,729,0.4,292,6126,9189,0.12,88,1838,50,Delhi
21-10-2023,October,2023,Sandals,Paragon,7,23,625,0.4,250,5750,8625,0.12,75,1725,149,Delhi
21-10-2023,October,2023,Sandals,Paragon,9,22,1690,0.4,676,14873,22310,0.12,203,4462,176,Delhi
21-10-2023,October,2023,Flats,Paragon,7,40,1220,0.4,488,19522,29284,0.12,146,5857,65,Pune
21-10-2023,October,2023,Sandals,Adidas,9,10,2636,0.15,395,3955,22410,0.12,316,3164,117,Delhi
22-10-2023,October,2023,Flats,Paragon,7,17,2257,0.4,903,15349,23023,0.12,271,4605,98,Delhi
22-10-2023,October,2023,Sneakers,Bata,11,24,1650,0.3,495,11878,27715,0.12,198,4751,125,Pune
22-10-2023,October,2023,Flats,Bata,9,50,2142,0.3,642,32124,74956,0.12,257,12850,114,Haryana
22-10-2023,October,2023,Heels,Bata,10,25,3122,0.3,937,23416,54638,0.12,375,9366,114,Pune
22-10-2023,October,2023,Sandals,Metro,7,14,1246,0.3,374,5235,12216,0.12,150,2094,138,Haryana
22-10-2023,October,2023,Flats,Nike,9,37,3959,0.15,594,21975,124524,0.12,475,17580,164,Mumbai
22-10-2023,October,2023,Sneakers,Paragon,10,15,1296,0.4,518,7776,11664,0.12,156,2333,142,Mumbai
22-10-2023,October,2023,Flats,Paragon,9,14,1923,0.4,769,10769,16153,0.12,231,3231,131,Mumbai
22-10-2023,October,2023,Sandals,Bata,10,40,2482,0.3,745,29781,69490,0.12,298,11912,175,Mumbai
22-10-2023,October,2023,Sandals,Paragon,10,22,1070,0.4,428,9418,14128,0.12,128,2825,60,Delhi
22-10-2023,October,2023,Flats,Bata,8,39,4520,0.3,1356,52883,123393,0.12,542,21153,153,Mumbai
22-10-2023,October,2023,Sandals,Bata,8,19,1568,0.3,470,8940,20859,0.12,188,3576,148,Mumbai
23-10-2023,October,2023,Sneakers,Adidas,8,34,9918,0.15,1488,50582,286633,0.12,1190,40466,88,Pune
23-10-2023,October,2023,Sandals,Bata,6,37,4166,0.3,1250,46237,107886,0.12,500,18495,94,Pune
23-10-2023,October,2023,Sneakers,Paragon,7,23,737,0.4,295,6782,10172,0.12,88,2034,170,Mumbai
23-10-2023,October,2023,Sneakers,Sketchers,8,22,1598,0.25,399,8787,26360,0.12,192,4218,90,Mumbai
23-10-2023,October,2023,Sandals,Paragon,8,24,975,0.4,390,9359,14038,0.12,117,2808,177,Pune
23-10-2023,October,2023,Sandals,Bata,7,41,4876,0.3,1463,59980,139953,0.12,585,23992,140,Delhi
23-10-2023,October,2023,Sneakers,Nike,8,40,10294,0.15,1544,61763,349990,0.12,1235,49410,110,Delhi
24-10-2023,October,2023,Sandals,Adidas,8,41,2104,0.15,316,12938,73315,0.12,252,10350,90,Mumbai
24-10-2023,October,2023,Sandals,Paragon,8,49,1572,0.4,629,30821,46231,0.12,189,9246,83,Delhi
24-10-2023,October,2023,Flats,Reebok,8,33,6843,0.2,1369,45162,180649,0.12,821,27097,144,Delhi
24-10-2023,October,2023,Flats,Liberty,6,11,1618,0.4,647,7118,10677,0.12,194,2135,113,Haryana
24-10-2023,October,2023,Boots,Bata,10,24,4641,0.3,1392,33412,77962,0.12,557,13365,171,Mumbai
24-10-2023,October,2023,Flats,Sketchers,9,31,4097,0.25,1024,31755,95267,0.12,492,15243,99,Mumbai
24-10-2023,October,2023,Sneakers,Bata,10,46,4885,0.3,1465,67407,157282,0.12,586,26962,110,Delhi
24-10-2023,October,2023,Heels,Puma,9,46,4084,0.2,817,37570,150278,0.12,490,22542,130,Delhi
24-10-2023,October,2023,Flats,Nike,8,19,10483,0.15,1572,29877,169305,0.12,1258,23902,185,Delhi
25-10-2023,October,2023,Sandals,Paragon,10,27,667,0.4,267,7207,10811,0.12,80,2162,99,Mumbai
25-10-2023,October,2023,Flats,Metro,8,19,2455,0.3,737,13994,32653,0.12,295,5598,65,Mumbai
25-10-2023,October,2023,Sandals,Puma,7,50,1517,0.2,303,15168,60672,0.12,182,9100,173,Mumbai
25-10-2023,October,2023,Flats,Adidas,8,30,5878,0.15,882,26449,149878,0.12,705,21159,187,Mumbai
25-10-2023,October,2023,Boots,Paragon,7,48,2013,0.4,805,38644,57966,0.12,242,11593,65,Mumbai
25-10-2023,October,2023,Flats,Adidas,9,42,4260,0.15,639,26836,152069,0.12,511,21469,158,Mumbai
25-10-2023,October,2023,Flats,Nike,8,26,5451,0.15,818,21258,120464,0.12,654,17007,56,Mumbai
26-10-2023,October,2023,Flats,Paragon,11,36,697,0.4,279,10034,15050,0.12,84,3010,87,Haryana
26-10-2023,October,2023,Sandals,Paragon,8,45,892,0.4,357,16064,24096,0.12,107,4819,130,Haryana
26-10-2023,October,2023,Sneakers,Sketchers,8,27,2390,0.25,598,16132,48398,0.12,287,7744,166,Pune
26-10-2023,October,2023,Sandals,Adidas,9,18,4582,0.15,687,12372,70111,0.12,550,9898,81,Delhi
27-10-2023,October,2023,Heels,Bata,9,40,2475,0.3,743,29704,69308,0.12,297,11881,146,Mumbai
27-10-2023,October,2023,Flats,Nike,10,37,10756,0.15,1613,59695,338274,0.12,1291,47756,95,Mumbai
27-10-2023,October,2023,Sandals,Paragon,11,12,2109,0.4,844,10123,15185,0.12,253,3037,194,Mumbai
27-10-2023,October,2023,Flats,Paragon,6,42,640,0.4,256,10746,16119,0.12,77,3224,83,Mumbai
27-10-2023,October,2023,Sandals,Nike,6,18,4819,0.15,723,13011,73728,0.12,578,10409,91,Pune
27-10-2023,October,2023,Flats,Puma,6,33,6848,0.2,1370,45195,180781,0.12,822,27117,70,Mumbai
27-10-2023,October,2023,Sandals,Bata,11,14,2970,0.3,891,12473,29104,0.12,356,4989,65,Pune
27-10-2023,October,2023,Flats,Bata,10,35,3778,0.3,1134,39673,92569,0.12,453,15869,72,Pune
28-10-2023,October,2023,Sandals,Adidas,7,26,3819,0.15,573,14895,84404,0.12,458,11916,192,Delhi
28-10-2023,October,2023,Sneakers,Nike,10,24,8744,0.15,1312,31480,178384,0.12,1049,25184,106,Delhi
28-10-2023,October,2023,Flats,Puma,7,18,4253,0.2,851,15312,61246,0.12,510,9187,149,Mumbai
28-10-2023,October,2023,Flats,Paragon,10,35,548,0.4,219,7674,11511,0.12,66,2302,124,Mumbai
28-10-2023,October,2023,Sandals,Nike,10,36,9600,0.15,1440,51842,293771,0.12,1152,41473,101,Delhi
28-10-2023,October,2023,Flats,Nike,7,24,9993,0.15,1499,35974,203855,0.12,1199,28779,139,Delhi
28-10-2023,October,2023,Flats,Nike,9,33,9110,0.15,1366,45094,255529,0.12,1093,36075,151,Delhi
28-10-2023,October,2023,Boots,Adidas,9,10,9322,0.15,1398,13982,79234,0.12,1119,11186,122,Mumbai
28-10-2023,October,2023,Sandals,Paragon,8,42,1471,0.4,588,24714,37070,0.12,177,7414,115,Delhi
28-10-2023,October,2023,Sandals,Adidas,8,26,5141,0.15,771,20050,113617,0.12,617,16040,123,Pune
29-10-2023,October,2023,Sneakers,Bata,9,42,4080,0.3,1224,51409,119954,0.12,490,20564,97,Delhi
29-10-2023,October,2023,Sneakers,Nike,8,16,11914,0.15,1787,28593,162027,0.12,1430,22874,101,Delhi
29-10-2023,October,2023,Flats,Paragon,10,29,2582,0.4,1033,29955,44932,0.12,310,8987,104,Pune
29-10-2023,October,2023,Flats,Reebok,8,39,2326,0.2,465,18144,72578,0.12,279,10887,108,Pune
29-10-2023,October,2023,Flats,Sketchers,7,42,1607,0.25,402,16875,50626,0.12,193,8100,105,Delhi
29-10-2023,October,2023,Heels,Adidas,8,23,5997,0.15,900,20689,117236,0.12,720,16551,149,Mumbai
29-10-2023,October,2023,Flats,Bata,8,35,3407,0.3,1022,35776,83477,0.12,409,14310,175,Delhi
29-10-2023,October,2023,Sandals,Paragon,9,28,2488,0.4,995,27860,41790,0.12,298,8358,113,Pune
29-10-2023,October,2023,Sneakers,Paragon,7,10,2632,0.4,1053,10527,15790,0.12,316,3158,62,Pune
29-10-2023,October,2023,Heels,Nike,8,10,6641,0.15,996,9962,56452,0.12,797,7970,195,Mumbai
29-10-2023,October,2023,Sneakers,Nike,6,33,5584,0.15,838,27639,156623,0.12,670,22111,158,Delhi
29-10-2023,October,2023,Flats,Bata,6,27,2670,0.3,801,21627,50462,0.12,320,8651,126,Delhi
29-10-2023,October,2023,Flats,Nike,7,29,4702,0.15,705,20454,115906,0.12,564,16363,102,Haryana
30-10-2023,October,2023,Flats,Paragon,10,11,2701,0.4,1080,11883,17825,0.12,324,3565,94,Haryana
30-10-2023,October,2023,Sneakers,Nike,6,25,8463,0.15,1269,31736,179837,0.12,1016,25389,8,Pune
30-10-2023,October,2023,Sandals,Sketchers,6,46,3659,0.25,915,42076,126227,0.12,439,20196,89,Mumbai
30-10-2023,October,2023,Boots,Nike,8,34,3359,0.15,504,17130,97069,0.12,403,13704,160,Haryana
31-10-2023,October,2023,Sandals,Adidas,6,46,9179,0.15,1377,63337,358909,0.12,1102,50669,66,Pune
31-10-2023,October,2023,Flats,Sketchers,10,28,4735,0.25,1184,33144,99433,0.12,568,15909,118,Delhi
31-10-2023,October,2023,Sneakers,Paragon,8,22,1087,0.4,435,9566,14349,0.12,130,2870,50,Haryana
31-10-2023,October,2023,Flats,Nike,9,37,9707,0.15,1456,53876,305296,0.12,1165,43101,175,Mumbai
31-10-2023,October,2023,Flats,Puma,10,13,3076,0.2,615,7997,31989,0.12,369,4798,144,Delhi
31-10-2023,October,2023,Sandals,Liberty,9,20,1433,0.4,573,11465,17198,0.12,172,3440,191,Mumbai
31-10-2023,October,2023,Flats,Adidas,8,50,4774,0.15,716,35807,202908,0.12,573,28646,198,Delhi
31-10-2023,October,2023,Sandals,Bata,8,32,4069,0.3,1221,39065,91151,0.12,488,15626,176,Delhi
01-11-2023,November,2023,Sandals,Bata,8,15,3409,0.3,1023,15339,35790,0.12,409,6135,135,Delhi
01-11-2023,November,2023,Sandals,Paragon,8,38,2384,0.4,954,36241,54361,0.12,286,10872,92,Pune
01-11-2023,November,2023,Sneakers,Bata,9,50,1580,0.3,474,23703,55307,0.12,190,9481,188,Mumbai
01-11-2023,November,2023,Flats,Paragon,7,46,849,0.4,340,15618,23427,0.12,102,4686,151,Delhi
01-11-2023,November,2023,Sneakers,Bata,7,42,3176,0.3,953,40018,93374,0.12,381,16007,76,Pune
01-11-2023,November,2023,Flats,Nike,8,45,10976,0.15,1646,74086,419818,0.12,1317,59269,108,Delhi
01-11-2023,November,2023,Flats,Paragon,8,41,792,0.4,317,12994,19491,0.12,95,3898,145,Mumbai
01-11-2023,November,2023,Flats,Bata,9,35,1876,0.3,563,19701,45969,0.12,225,7880,154,Mumbai
02-11-2023,November,2023,Boots,Paragon,10,39,889,0.4,356,13872,20808,0.12,107,4162,98,Mumbai
02-11-2023,November,2023,Flats,Nike,9,16,8942,0.15,1341,21462,121617,0.12,1073,17169,128,Delhi
02-11-2023,November,2023,Boots,Metro,8,29,4301,0.3,1290,37418,87309,0.12,516,14967,74,Pune
02-11-2023,November,2023,Heels,Adidas,6,11,2249,0.15,337,3711,21026,0.12,270,2968,103,Delhi
03-11-2023,November,2023,Heels,Metro,10,14,1268,0.3,380,5326,12427,0.12,152,2130,80,Haryana
03-11-2023,November,2023,Sandals,Bata,10,35,1042,0.3,313,10944,25536,0.12,125,4377,126,Pune
03-11-2023,November,2023,Sandals,Bata,8,23,2215,0.3,665,15285,35664,0.12,266,6114,200,Pune
03-11-2023,November,2023,Sandals,Paragon,9,47,605,0.4,242,11368,17052,0.12,73,3410,58,Haryana
03-11-2023,November,2023,Sandals,Bata,8,11,2023,0.3,607,6676,15578,0.12,243,2671,148,Haryana
03-11-2023,November,2023,Flats,Paragon,11,16,1557,0.4,623,9963,14945,0.12,187,2989,139,Pune
03-11-2023,November,2023,Flats,Liberty,6,34,597,0.4,239,8115,12172,0.12,72,2434,72,Haryana
03-11-2023,November,2023,Sandals,Sketchers,9,15,1873,0.25,468,7025,21075,0.12,225,3372,74,Mumbai
04-11-2023,November,2023,Sandals,Paragon,8,25,2009,0.4,804,20090,30135,0.12,241,6027,58,Haryana
04-11-2023,November,2023,Sandals,Reebok,9,38,3299,0.2,660,25075,100299,0.12,396,15045,74,Haryana
04-11-2023,November,2023,Sneakers,Paragon,7,47,2657,0.4,1063,49948,74921,0.12,319,14984,57,Mumbai
04-11-2023,November,2023,Flats,Bata,6,42,1725,0.3,517,21734,50713,0.12,207,8694,194,Delhi
04-11-2023,November,2023,Sandals,Paragon,10,13,1133,0.4,453,5892,8838,0.12,136,1767,182,Delhi
04-11-2023,November,2023,Sandals,Adidas,8,28,8828,0.15,1324,37080,210117,0.12,1059,29663,124,Delhi
04-11-2023,November,2023,Flats,Bata,8,17,3747,0.3,1124,19111,44592,0.12,450,7644,100,Delhi
04-11-2023,November,2023,Sandals,Liberty,7,10,1468,0.4,587,5873,8810,0.12,176,1762,95,Mumbai
04-11-2023,November,2023,Flats,Bata,6,29,1731,0.3,519,15057,35134,0.12,208,6023,199,Mumbai
04-11-2023,November,2023,Heels,Liberty,7,38,2521,0.4,1008,38320,57480,0.12,303,11496,75,Delhi
04-11-2023,November,2023,Sneakers,Adidas,7,48,6502,0.15,975,46816,265288,0.12,780,37452,177,Haryana
05-11-2023,November,2023,Flats,Paragon,8,11,2271,0.4,908,9993,14989,0.12,273,2998,144,Mumbai
05-11-2023,November,2023,Flats,Paragon,7,36,1684,0.4,674,24252,36378,0.12,202,7276,161,Delhi
05-11-2023,November,2023,Flats,Paragon,8,14,663,0.4,265,3713,5569,0.12,80,1114,141,Delhi
05-11-2023,November,2023,Sandals,Bata,9,25,4626,0.3,1388,34698,80963,0.12,555,13880,80,Delhi
05-11-2023,November,2023,Sneakers,Adidas,6,46,3494,0.15,524,24111,136628,0.12,419,19289,164,Delhi
05-11-2023,November,2023,Flats,Paragon,8,45,1158,0.4,463,20835,31253,0.12,139,6250,97,Delhi
05-11-2023,November,2023,Flats,Bata,7,45,1159,0.3,348,15647,36509,0.12,139,6259,87,Delhi
05-11-2023,November,2023,Sandals,Adidas,10,35,2090,0.15,313,10970,62164,0.12,251,8776,180,Delhi
05-11-2023,November,2023,Flats,Nike,7,43,10991,0.15,1649,70892,401718,0.12,1319,56713,185,Pune
05-11-2023,November,2023,Sneakers,Reebok,7,30,7524,0.2,1505,45146,180585,0.12,903,27088,104,Haryana
05-11-2023,November,2023,Boots,Paragon,9,40,1697,0.4,679,27150,40724,0.12,204,8145,94,Delhi
05-11-2023,November,2023,Sandals,Paragon,10,50,1854,0.4,741,37070,55606,0.12,222,11121,87,Delhi
05-11-2023,November,2023,Flats,Adidas,9,19,8889,0.15,1333,25335,143565,0.12,1067,20268,172,Delhi
06-11-2023,November,2023,Sneakers,Paragon,7,25,2067,0.4,827,20674,31010,0.12,248,6202,142,Haryana
06-11-2023,November,2023,Boots,Sketchers,8,13,4886,0.25,1221,15878,47635,0.12,586,7622,132,Delhi
06-11-2023,November,2023,Flats,Bata,6,22,3687,0.3,1106,24332,56774,0.12,442,9733,150,Mumbai
06-11-2023,November,2023,Sandals,Paragon,7,18,1698,0.4,679,12228,18343,0.12,204,3669,154,Pune
06-11-2023,November,2023,Flats,Metro,10,20,1965,0.3,590,11792,27515,0.12,236,4717,123,Pune
06-11-2023,November,2023,Sandals,Metro,6,37,3399,0.3,1020,37732,88042,0.12,408,15093,66,Haryana
06-11-2023,November,2023,Flats,Nike,10,19,12275,0.15,1841,34984,198242,0.12,1473,27987,144,Delhi
06-11-2023,November,2023,Sandals,Bata,8,39,3601,0.3,1080,42128,98298,0.12,432,16851,127,Mumbai
07-11-2023,November,2023,Flats,Bata,8,40,3046,0.3,914,36549,85281,0.12,365,14620,200,Mumbai
07-11-2023,November,2023,Flats,Paragon,10,48,1998,0.4,799,38368,57552,0.12,240,11510,85,Pune
07-11-2023,November,2023,Sandals,Bata,6,41,4901,0.3,1470,60281,140656,0.12,588,24113,182,Pune
07-11-2023,November,2023,Flats,Paragon,6,26,2073,0.4,829,21557,32336,0.12,249,6467,123,Delhi
07-11-2023,November,2023,Flats,Woodland,7,30,7561,0.2,1512,45365,181462,0.12,907,27219,111,Mumbai
07-11-2023,November,2023,Flats,Adidas,8,29,3535,0.15,530,15376,87132,0.12,424,12301,182,Mumbai
07-11-2023,November,2023,Flats,Bata,8,26,3391,0.3,1017,26450,61717,0.12,407,10580,98,Pune
07-11-2023,November,2023,Flats,Paragon,7,28,975,0.4,390,10919,16379,0.12,117,3276,142,Pune
07-11-2023,November,2023,Flats,Paragon,9,30,1011,0.4,404,12134,18201,0.12,121,3640,198,Haryana
08-11-2023,November,2023,Sneakers,Nike,10,28,10663,0.15,1599,44785,253783,0.12,1280,35828,136,Delhi
08-11-2023,November,2023,Sneakers,Paragon,9,33,1114,0.4,446,14706,22059,0.12,134,4412,119,Haryana
08-11-2023,November,2023,Flats,Bata,9,31,1585,0.3,476,14744,34402,0.12,190,5897,68,Pune
08-11-2023,November,2023,Sandals,Nike,8,45,14806,0.15,2221,99943,566345,0.12,1777,79955,67,Delhi
08-11-2023,November,2023,Boots,Sketchers,9,39,5706,0.25,1427,55637,166911,0.12,685,26706,199,Pune
08-11-2023,November,2023,Heels,Sketchers,9,46,3392,0.25,848,39010,117032,0.12,407,18725,63,Delhi
08-11-2023,November,2023,Sandals,Paragon,9,48,770,0.4,308,14788,22182,0.12,92,4436,149,Haryana
08-11-2023,November,2023,Sandals,Nike,7,21,4475,0.15,671,14096,79879,0.12,537,11277,63,Mumbai
09-11-2023,November,2023,Heels,Nike,8,16,9582,0.15,1437,22996,130314,0.12,1150,18397,82,Delhi
09-11-2023,November,2023,Flats,Nike,10,37,5459,0.15,819,30296,171676,0.12,655,24237,195,Pune
09-11-2023,November,2023,Sneakers,Nike,7,31,14722,0.15,2208,68458,387926,0.12,1767,54766,120,Mumbai
09-11-2023,November,2023,Sandals,Bata,7,24,1882,0.3,565,13549,31613,0.12,226,5419,196,Pune
10-11-2023,November,2023,Flats,Bata,7,19,1092,0.3,328,6223,14521,0.12,131,2489,131,Pune
10-11-2023,November,2023,Flats,Puma,7,34,2617,0.2,523,17798,71190,0.12,314,10678,54,Pune
10-11-2023,November,2023,Sneakers,Nike,9,49,14744,0.15,2212,108369,614091,0.12,1769,86695,174,Delhi
10-11-2023,November,2023,Sneakers,Nike,7,36,5652,0.15,848,30519,172941,0.12,678,24415,92,Haryana
10-11-2023,November,2023,Sneakers,Puma,8,16,1517,0.2,303,4856,19423,0.12,182,2913,128,Pune
10-11-2023,November,2023,Sandals,Paragon,9,34,1615,0.4,646,21969,32954,0.12,194,6591,75,Delhi
10-11-2023,November,2023,Heels,Nike,8,38,8310,0.15,1247,47369,268424,0.12,997,37895,148,Mumbai
10-11-2023,November,2023,Heels,Paragon,11,34,558,0.4,223,7583,11374,0.12,67,2275,119,Mumbai
10-11-2023,November,2023,Boots,Paragon,9,37,2474,0.4,990,36615,54922,0.12,297,10985,137,Pune
11-11-2023,November,2023,Sneakers,Liberty,9,49,1470,0.4,588,28807,43211,0.12,176,8642,102,Haryana
11-11-2023,November,2023,Sandals,Adidas,10,14,6808,0.15,1021,14296,81011,0.12,817,11437,146,Mumbai
11-11-2023,November,2023,Sneakers,Bata,7,23,2257,0.3,677,15572,36335,0.12,271,6229,120,Mumbai
11-11-2023,November,2023,Boots,Paragon,8,24,1449,0.4,579,13907,20860,0.12,174,4172,56,Haryana
11-11-2023,November,2023,Flats,Paragon,7,14,1631,0.4,652,9131,13697,0.12,196,2739,149,Delhi
11-11-2023,November,2023,Flats,Bata,8,34,1082,0.3,325,11036,25751,0.12,130,4415,164,Haryana
11-11-2023,November,2023,Sandals,Nike,8,26,7179,0.15,1077,27997,158651,0.12,861,22398,143,Delhi
11-11-2023,November,2023,Sandals,Liberty,7,20,1048,0.4,419,8383,12574,0.12,126,2515,182,Pune
11-11-2023,November,2023,Flats,Woodland,7,12,7875,0.2,1575,18900,75600,0.12,945,11340,62,Mumbai
11-11-2023,November,2023,Flats,Puma,6,20,2008,0.2,402,8032,32129,0.12,241,4819,191,Mumbai
11-11-2023,November,2023,Sneakers,Sketchers,6,43,5694,0.25,1424,61211,183633,0.12,683,29381,88,Haryana
12-11-2023,November,2023,Sneakers,Bata,8,21,1916,0.3,575,12073,28170,0.12,230,4829,92,Mumbai
12-11-2023,November,2023,Flats,Nike,7,15,10451,0.15,1568,23516,133255,0.12,1254,18812,95,Pune
12-11-2023,November,2023,Sandals,Paragon,9,37,2737,0.4,1095,40512,60768,0.12,328,12154,54,Delhi
12-11-2023,November,2023,Flats,Adidas,9,14,2539,0.15,381,5332,30215,0.12,305,4266,118,Delhi
12-11-2023,November,2023,Heels,Adidas,9,17,8232,0.15,1235,20993,118959,0.12,988,16794,144,Pune
12-11-2023,November,2023,Flats,Adidas,7,44,9457,0.15,1419,62418,353699,0.12,1135,49934,52,Delhi
12-11-2023,November,2023,Sandals,Adidas,11,27,6106,0.15,916,24729,140132,0.12,733,19783,178,Delhi
12-11-2023,November,2023,Flats,Nike,8,18,5004,0.15,751,13511,76562,0.12,600,10809,89,Haryana
12-11-2023,November,2023,Heels,Adidas,7,48,8674,0.15,1301,62455,353909,0.12,1041,49964,121,Pune
12-11-2023,November,2023,Sandals,Puma,8,21,5406,0.2,1081,22706,90823,0.12,649,13624,113,Mumbai
12-11-2023,November,2023,Sneakers,Paragon,9,12,668,0.4,267,3205,4807,0.12,80,961,84,Mumbai
12-11-2023,November,2023,Sneakers,Reebok,8,43,6793,0.2,1359,58420,233680,0.12,815,35052,151,Pune
