Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
04-10-2023,Sneakers,Nike,11,31,13502.83,15%,2025.42,62788.02,355799.71,12%,1620.34,50230.54,Dealer_1,147,Delhi
04-10-2023,Heels,Sketchers,7,50,3599.37,25%,899.84,44992,134976.5,12%,431.92,21596,Dealer_6,93,Pune
05-10-2023,Flats,Reebok,7,43,2618.3,20%,523.66,22517.38,90069.52,12%,314.2,13510.6,Dealer_7,142,Mumbai
05-10-2023,Boots,Paragon,9,37,1554.19,40%,621.68,23002.16,34502.87,12%,186.5,6900.5,Dealer_6,76,Pune
05-10-2023,Heels,Metro,8,27,4618.93,30%,1385.68,37413.36,87297.75,12%,554.27,14965.29,Dealer_6,180,Pune
05-10-2023,Sandals,Bata,10,26,4932.35,30%,1479.71,38472.46,89768.64,12%,591.88,15388.88,Dealer_1,53,Delhi
05-10-2023,Sneakers,Paragon,9,25,1964.46,40%,785.78,19644.5,29467,12%,235.74,5893.5,Dealer_2,161,Delhi
05-10-2023,Flats,Sketchers,7,41,4023.02,25%,1005.76,41236.16,123707.66,12%,482.76,19793.16,Dealer_6,146,Pune
05-10-2023,Flats,Woodland,10,34,2252.61,20%,450.52,15317.68,61271.06,12%,270.31,9190.54,Dealer_2,75,Delhi
06-10-2023,Sneakers,Nike,11,25,7328.41,15%,1099.26,27481.5,155728.75,12%,879.41,21985.25,Dealer_6,157,Pune
06-10-2023,Heels,Bata,10,12,2389.22,30%,716.77,8601.24,20069.4,12%,286.71,3440.52,Dealer_4,167,Haryana
06-10-2023,Flats,Woodland,6,35,6878.96,20%,1375.79,48152.65,192610.95,12%,825.48,28891.8,Dealer_6,160,Pune
06-10-2023,Flats,Nike,7,46,5168.85,15%,775.33,35665.18,202101.92,12%,620.26,28531.96,Dealer_6,134,Pune
06-10-2023,Sneakers,Reebok,8,11,6374.34,20%,1274.87,14023.57,56094.17,12%,764.92,8414.12,Dealer_2,141,Delhi
06-10-2023,Heels,Paragon,8,32,2933.95,40%,1173.58,37554.56,56331.84,12%,352.07,11266.24,Dealer_2,120,Delhi
06-10-2023,Sandals,Nike,8,39,11389.25,15%,1708.39,66627.21,377553.54,12%,1366.71,53301.69,Dealer_6,117,Pune
06-10-2023,Flats,Adidas,7,45,8166.47,15%,1224.97,55123.65,312367.5,12%,979.98,44099.1,Dealer_6,132,Pune
06-10-2023,Flats,Bata,11,32,4123.87,30%,1237.16,39589.12,92374.72,12%,494.86,15835.52,Dealer_2,177,Delhi
06-10-2023,Heels,Nike,8,32,10396.83,15%,1559.52,49904.64,282793.92,12%,1247.62,39923.84,Dealer_7,108,Mumbai
07-10-2023,Heels,Reebok,7,15,5836.71,20%,1167.34,17510.1,70040.55,12%,700.41,10506.15,Dealer_3,177,Mumbai
07-10-2023,Flats,Adidas,11,34,3617.19,15%,542.58,18447.72,104536.74,12%,434.06,14758.04,Dealer_7,174,Mumbai
07-10-2023,Sandals,Bata,8,33,4019.08,30%,1205.72,39788.76,92840.88,12%,482.29,15915.57,Dealer_2,132,Delhi
07-10-2023,Sneakers,Nike,7,47,6726.33,15%,1008.95,47420.65,268716.86,12%,807.16,37936.52,Dealer_6,193,Pune
07-10-2023,Sandals,Metro,9,44,1711.63,30%,513.49,22593.56,52718.16,12%,205.4,9037.6,Dealer_6,69,Pune
07-10-2023,Boots,Nike,6,48,13976.37,15%,2096.46,100630.08,570235.68,12%,1677.16,80503.68,Dealer_6,153,Pune
07-10-2023,Heels,Sketchers,7,31,3897.72,25%,974.43,30207.33,90621.99,12%,467.73,14499.63,Dealer_3,84,Mumbai
07-10-2023,Sandals,Nike,10,28,10361.04,15%,1554.16,43516.48,246592.64,12%,1243.32,34812.96,Dealer_1,132,Delhi
07-10-2023,Boots,Bata,6,25,3191.95,30%,957.59,23939.75,55859,12%,383.03,9575.75,Dealer_6,120,Pune
07-10-2023,Sneakers,Liberty,7,24,1113.38,40%,445.35,10688.4,16032.72,12%,133.61,3206.64,Dealer_2,162,Delhi
07-10-2023,Flats,Adidas,7,10,4374.35,15%,656.15,6561.5,37182,12%,524.92,5249.2,Dealer_1,173,Delhi
08-10-2023,Sandals,Paragon,9,46,980.6,40%,392.24,18043.04,27064.56,12%,117.67,5412.82,Dealer_2,182,Delhi
08-10-2023,Flats,Bata,10,46,4554.42,30%,1366.33,62851.18,146652.14,12%,546.53,25140.38,Dealer_3,116,Mumbai
08-10-2023,Flats,Bata,8,37,2480.91,30%,744.27,27537.99,64255.68,12%,297.71,11015.27,Dealer_2,131,Delhi
08-10-2023,Flats,Bata,6,18,2286.65,30%,686,12348,28811.7,12%,274.4,4939.2,Dealer_7,113,Mumbai
08-10-2023,Flats,Paragon,9,18,741.55,40%,296.62,5339.16,8008.74,12%,88.99,1601.82,Dealer_6,171,Pune
08-10-2023,Flats,Bata,7,48,1911.3,30%,573.39,27522.72,64219.68,12%,229.36,11009.28,Dealer_3,191,Mumbai
08-10-2023,Heels,Puma,8,27,4658.43,20%,931.69,25155.63,100621.98,12%,559.01,15093.27,Dealer_1,167,Delhi
08-10-2023,Flats,Bata,9,47,2744.74,30%,823.42,38700.74,90302.04,12%,329.37,15480.39,Dealer_2,55,Delhi
08-10-2023,Flats,Bata,9,13,4583.37,30%,1375.01,17875.13,41708.68,12%,550,7150,Dealer_4,87,Haryana
08-10-2023,Sneakers,Paragon,8,14,2886.84,40%,1154.74,16166.36,24249.4,12%,346.42,4849.88,Dealer_2,195,Delhi
08-10-2023,Sandals,Paragon,6,48,1727.02,40%,690.81,33158.88,49738.08,12%,207.24,9947.52,Dealer_7,84,Mumbai
08-10-2023,Sandals,Adidas,10,38,4478.6,15%,671.79,25528.02,144658.78,12%,537.43,20422.34,Dealer_7,127,Mumbai
08-10-2023,Sandals,Puma,9,42,6704.47,20%,1340.89,56317.38,225270.36,12%,804.54,33790.68,Dealer_2,188,Delhi
09-10-2023,Sandals,Nike,9,13,11545.36,15%,1731.8,22513.4,127576.28,12%,1385.44,18010.72,Dealer_3,200,Mumbai
09-10-2023,Sneakers,Metro,6,49,1254.51,30%,376.35,18441.15,43029.84,12%,150.54,7376.46,Dealer_5,91,Haryana
09-10-2023,Flats,Adidas,7,48,8189.87,15%,1228.48,58967.04,334146.72,12%,982.78,47173.44,Dealer_2,96,Delhi
09-10-2023,Sneakers,Paragon,9,17,1329.48,40%,531.79,9040.43,13560.73,12%,159.54,2712.18,Dealer_2,153,Delhi
09-10-2023,Flats,Paragon,10,34,2512.28,40%,1004.91,34166.94,51250.58,12%,301.47,10249.98,Dealer_3,171,Mumbai
09-10-2023,Sneakers,Bata,7,16,2244.78,30%,673.43,10774.88,25141.6,12%,269.37,4309.92,Dealer_2,160,Delhi
09-10-2023,Sandals,Liberty,6,21,1151.26,40%,460.5,9670.5,14505.96,12%,138.15,2901.15,Dealer_2,108,Delhi
09-10-2023,Sandals,Paragon,10,15,1349.3,40%,539.72,8095.8,12143.7,12%,161.92,2428.8,Dealer_7,74,Mumbai
10-10-2023,Sandals,Nike,9,13,14784.12,15%,2217.62,28829.06,163364.5,12%,1774.09,23063.17,Dealer_1,145,Delhi
10-10-2023,Sneakers,Adidas,6,43,2100.63,15%,315.09,13548.87,76778.22,12%,252.08,10839.44,Dealer_3,148,Mumbai
10-10-2023,Sandals,Nike,9,46,7498.03,15%,1124.7,51736.2,293173.18,12%,899.76,41388.96,Dealer_1,94,Delhi
10-10-2023,Boots,Paragon,9,41,954.47,40%,381.79,15653.39,23479.88,12%,114.54,4696.14,Dealer_2,138,Delhi
10-10-2023,Sneakers,Paragon,7,48,1435.42,40%,574.17,27560.16,41340,12%,172.25,8268,Dealer_2,162,Delhi
10-10-2023,Flats,Metro,7,42,1595.4,30%,478.62,20102.04,46904.76,12%,191.45,8040.9,Dealer_4,57,Haryana
10-10-2023,Flats,Nike,9,17,12686.46,15%,1902.97,32350.49,183319.33,12%,1522.38,25880.46,Dealer_3,124,Mumbai
10-10-2023,Sneakers,Bata,10,21,3360.43,30%,1008.13,21170.73,49398.3,12%,403.25,8468.25,Dealer_2,75,Delhi
10-10-2023,Sandals,Adidas,9,19,9978.74,15%,1496.81,28439.39,161156.67,12%,1197.45,22751.55,Dealer_3,166,Mumbai
11-10-2023,Heels,Bata,8,17,3674.82,30%,1102.45,18741.65,43730.29,12%,440.98,7496.66,Dealer_1,136,Delhi
11-10-2023,Boots,Bata,7,25,4841.55,30%,1452.47,36311.75,84727,12%,580.99,14524.75,Dealer_4,98,Haryana
11-10-2023,Flats,Bata,6,32,1234.5,30%,370.35,11851.2,27652.8,12%,148.14,4740.48,Dealer_4,75,Haryana
11-10-2023,Heels,Woodland,6,30,7471.2,20%,1494.24,44827.2,179308.8,12%,896.54,26896.2,Dealer_6,197,Pune
11-10-2023,Flats,Paragon,9,35,2392.31,40%,956.92,33492.2,50238.65,12%,287.08,10047.8,Dealer_6,101,Pune
11-10-2023,Sandals,Bata,7,38,4054.09,30%,1216.23,46216.74,107838.68,12%,486.49,18486.62,Dealer_3,159,Mumbai
11-10-2023,Sandals,Bata,8,15,2961.86,30%,888.56,13328.4,31099.5,12%,355.42,5331.3,Dealer_4,76,Haryana
11-10-2023,Sandals,Paragon,9,49,1472.02,40%,588.81,28851.69,43277.29,12%,176.64,8655.36,Dealer_4,123,Haryana
12-10-2023,Flats,Nike,7,15,6685.44,15%,1002.82,15042.3,85239.3,12%,802.25,12033.75,Dealer_6,196,Pune
12-10-2023,Flats,Adidas,10,30,7914.06,15%,1187.11,35613.3,201808.5,12%,949.69,28490.7,Dealer_6,57,Pune
12-10-2023,Sneakers,Reebok,8,22,4110.59,20%,822.12,18086.64,72346.34,12%,493.27,10851.94,Dealer_6,63,Pune
12-10-2023,Heels,Paragon,8,42,1809.96,40%,723.98,30407.16,45611.16,12%,217.2,9122.4,Dealer_2,180,Delhi
13-10-2023,Flats,Paragon,6,23,746.63,40%,298.65,6868.95,10303.54,12%,89.6,2060.8,Dealer_2,106,Delhi
13-10-2023,Flats,Bata,6,23,2981.1,30%,894.33,20569.59,47995.71,12%,357.73,8227.79,Dealer_6,53,Pune
13-10-2023,Sneakers,Bata,7,17,4697.25,30%,1409.18,23956.06,55897.19,12%,563.67,9582.39,Dealer_1,111,Delhi
13-10-2023,Flats,Bata,7,34,4306.29,30%,1291.89,43924.26,102489.6,12%,516.75,17569.5,Dealer_3,152,Mumbai
13-10-2023,Sneakers,Adidas,7,48,3969.39,15%,595.41,28579.68,161951.04,12%,476.33,22863.84,Dealer_6,116,Pune
13-10-2023,Sandals,Paragon,9,50,1274.35,40%,509.74,25487,38230.5,12%,152.92,7646,Dealer_6,119,Pune
13-10-2023,Sandals,Paragon,6,36,2558.89,40%,1023.56,36848.16,55271.88,12%,307.07,11054.52,Dealer_3,121,Mumbai
13-10-2023,Heels,Adidas,11,41,4027.4,15%,604.11,24768.51,140354.89,12%,483.29,19814.89,Dealer_1,151,Delhi
13-10-2023,Sneakers,Paragon,11,38,822.22,40%,328.89,12497.82,18746.54,12%,98.67,3749.46,Dealer_7,107,Mumbai
14-10-2023,Flats,Nike,7,20,13826.61,15%,2073.99,41479.8,235052.4,12%,1659.19,33183.8,Dealer_4,67,Haryana
14-10-2023,Sneakers,Paragon,8,20,2858.76,40%,1143.5,22870,34305.2,12%,343.05,6861,Dealer_2,151,Delhi
14-10-2023,Sandals,Paragon,8,28,2638.77,40%,1055.51,29554.28,44331.28,12%,316.65,8866.2,Dealer_2,77,Delhi
14-10-2023,Flats,Nike,8,22,14402.51,15%,2160.38,47528.36,269326.86,12%,1728.3,38022.6,Dealer_6,177,Pune
14-10-2023,Boots,Adidas,9,12,5751.66,15%,862.75,10353,58666.92,12%,690.2,8282.4,Dealer_2,78,Delhi
14-10-2023,Boots,Nike,8,21,4003.3,15%,600.49,12610.29,71459.01,12%,480.4,10088.4,Dealer_7,67,Mumbai
14-10-2023,Boots,Bata,9,33,2752.43,30%,825.73,27249.09,63581.1,12%,330.29,10899.57,Dealer_2,163,Delhi
14-10-2023,Flats,Metro,6,42,4067.16,30%,1220.15,51246.3,119574.42,12%,488.06,20498.52,Dealer_2,103,Delhi
14-10-2023,Flats,Bata,6,46,1056.84,30%,317.05,14584.3,34030.34,12%,126.82,5833.72,Dealer_2,137,Delhi
14-10-2023,Heels,Sketchers,7,32,3579.16,25%,894.79,28633.28,85899.84,12%,429.5,13744,Dealer_6,64,Pune
15-10-2023,Sandals,Adidas,8,42,2509.2,15%,376.38,15807.96,89578.44,12%,301.1,12646.2,Dealer_2,99,Delhi
15-10-2023,Sandals,Paragon,10,38,563.27,40%,225.31,8561.78,12842.48,12%,67.59,2568.42,Dealer_4,67,Haryana
15-10-2023,Heels,Puma,9,43,3082.94,20%,616.59,26513.37,106053.05,12%,369.95,15907.85,Dealer_2,86,Delhi
15-10-2023,Flats,Bata,6,17,3739.05,30%,1121.72,19069.24,44494.61,12%,448.69,7627.73,Dealer_5,182,Haryana
15-10-2023,Flats,Nike,9,20,11688.95,15%,1753.34,35066.8,198712.2,12%,1402.67,28053.4,Dealer_3,144,Mumbai
15-10-2023,Sneakers,Adidas,7,24,2047.21,15%,307.08,7369.92,41763.12,12%,245.67,5896.08,Dealer_1,194,Delhi
15-10-2023,Sneakers,Bata,11,46,1478.57,30%,443.57,20404.22,47610,12%,177.43,8161.78,Dealer_2,59,Delhi
15-10-2023,Flats,Paragon,6,11,2122.16,40%,848.86,9337.46,14006.3,12%,254.66,2801.26,Dealer_4,196,Haryana
15-10-2023,Flats,Bata,8,49,2547.07,30%,764.12,37441.88,87364.55,12%,305.65,14976.85,Dealer_7,110,Mumbai
15-10-2023,Flats,Liberty,9,26,1362.87,40%,545.15,14173.9,21260.72,12%,163.54,4252.04,Dealer_6,166,Pune
15-10-2023,Sandals,Adidas,8,44,9035.55,15%,1355.33,59634.52,337929.68,12%,1084.27,47707.88,Dealer_2,86,Delhi
15-10-2023,Sandals,Paragon,10,21,2907.6,40%,1163.04,24423.84,36635.76,12%,348.91,7327.11,Dealer_3,115,Mumbai
15-10-2023,Sneakers,Bata,10,11,2726.95,30%,818.09,8998.99,20997.46,12%,327.23,3599.53,Dealer_3,86,Mumbai
16-10-2023,Sandals,Bata,10,44,4406.73,30%,1322.02,58168.88,135727.24,12%,528.81,23267.64,Dealer_3,82,Mumbai
16-10-2023,Heels,Paragon,8,23,2854.7,40%,1141.88,26263.24,39394.86,12%,342.56,7878.88,Dealer_5,156,Haryana
16-10-2023,Sandals,Paragon,8,38,2880.94,40%,1152.38,43790.44,65685.28,12%,345.71,13136.98,Dealer_4,143,Haryana
16-10-2023,Sandals,Bata,10,35,1532.46,30%,459.74,16090.9,37545.2,12%,183.9,6436.5,Dealer_6,102,Pune
17-10-2023,Boots,Paragon,7,46,986.5,40%,394.6,18151.6,27227.4,12%,118.38,5445.48,Dealer_7,143,Mumbai
17-10-2023,Sandals,Paragon,11,36,1437.04,40%,574.82,20693.52,31039.92,12%,172.44,6207.84,Dealer_3,104,Mumbai
17-10-2023,Sandals,Adidas,9,16,6342.63,15%,951.39,15222.24,86259.84,12%,761.12,12177.92,Dealer_4,126,Haryana
17-10-2023,Heels,Metro,9,36,1203.54,30%,361.06,12998.16,30329.28,12%,144.42,5199.12,Dealer_2,136,Delhi
17-10-2023,Flats,Adidas,10,34,9496.98,15%,1424.55,48434.7,274462.62,12%,1139.64,38747.76,Dealer_5,96,Haryana
17-10-2023,Sandals,Nike,10,23,7631.65,15%,1144.75,26329.25,149198.7,12%,915.8,21063.4,Dealer_6,94,Pune
17-10-2023,Sandals,Paragon,10,46,2423.1,40%,969.24,44585.04,66877.56,12%,290.77,13375.42,Dealer_6,152,Pune
18-10-2023,Flats,Adidas,7,36,4531.93,15%,679.79,24472.44,138677.04,12%,543.83,19577.88,Dealer_2,83,Delhi
18-10-2023,Flats,Liberty,8,49,2832.55,40%,1133.02,55517.98,83276.97,12%,339.91,16655.59,Dealer_6,185,Pune
18-10-2023,Flats,Paragon,6,16,2467.41,40%,986.96,15791.36,23687.2,12%,296.09,4737.44,Dealer_1,55,Delhi
18-10-2023,Sneakers,Nike,8,15,6759.53,15%,1013.93,15208.95,86184,12%,811.14,12167.1,Dealer_3,101,Mumbai
18-10-2023,Flats,Adidas,7,29,8725.43,15%,1308.81,37955.49,215081.98,12%,1047.05,30364.45,Dealer_3,130,Mumbai
18-10-2023,Flats,Bata,9,31,3814.41,30%,1144.32,35473.92,82772.79,12%,457.73,14189.63,Dealer_3,127,Mumbai
18-10-2023,Sneakers,Paragon,7,19,908.14,40%,363.26,6901.94,10352.72,12%,108.98,2070.62,Dealer_2,186,Delhi
18-10-2023,Flats,Bata,7,45,3209.28,30%,962.78,43325.1,101092.5,12%,385.11,17329.95,Dealer_4,121,Haryana
19-10-2023,Sneakers,Paragon,7,38,742.67,40%,297.07,11288.66,16932.8,12%,89.12,3386.56,Dealer_1,84,Delhi
19-10-2023,Sandals,Liberty,8,40,926.14,40%,370.46,14818.4,22227.2,12%,111.14,4445.6,Dealer_1,200,Delhi
19-10-2023,Flats,Bata,8,47,3287.64,30%,986.29,46355.63,108163.45,12%,394.52,18542.44,Dealer_4,55,Haryana
19-10-2023,Sandals,Paragon,9,32,2714.01,40%,1085.6,34739.2,52109.12,12%,325.68,10421.76,Dealer_1,144,Delhi
19-10-2023,Sneakers,Adidas,7,49,4400.84,15%,660.13,32346.37,183294.79,12%,528.1,25876.9,Dealer_3,88,Mumbai
20-10-2023,Flats,Paragon,7,50,1301.75,40%,520.7,26035,39052.5,12%,156.21,7810.5,Dealer_7,71,Mumbai
20-10-2023,Sandals,Paragon,9,11,2054.66,40%,821.86,9040.46,13560.8,12%,246.56,2712.16,Dealer_6,156,Pune
20-10-2023,Sneakers,Bata,8,22,3053.69,30%,916.11,20154.42,47026.76,12%,366.44,8061.68,Dealer_6,56,Pune
20-10-2023,Sandals,Bata,7,13,3597.62,30%,1079.29,14030.77,32738.29,12%,431.71,5612.23,Dealer_7,128,Mumbai
20-10-2023,Sandals,Bata,8,31,1161.82,30%,348.55,10805.05,25211.37,12%,139.42,4322.02,Dealer_7,167,Mumbai
20-10-2023,Flats,Nike,8,45,3376.49,15%,506.47,22791.15,129150.9,12%,405.18,18233.1,Dealer_6,52,Pune
20-10-2023,Flats,Paragon,6,29,1451.68,40%,580.67,16839.43,25259.29,12%,174.2,5051.8,Dealer_4,147,Haryana
20-10-2023,Sandals,Nike,10,27,11362.27,15%,1704.34,46017.18,260764.11,12%,1363.47,36813.69,Dealer_3,143,Mumbai
21-10-2023,Heels,Bata,8,31,1529.36,30%,458.81,14223.11,33187.05,12%,183.52,5689.12,Dealer_3,116,Mumbai
21-10-2023,Flats,Adidas,9,28,4133.38,15%,620.01,17360.28,98374.36,12%,496.01,13888.28,Dealer_4,71,Haryana
21-10-2023,Flats,Paragon,8,42,2739.55,40%,1095.82,46024.44,69036.66,12%,328.75,13807.5,Dealer_1,82,Delhi
21-10-2023,Flats,Metro,7,25,1297.66,30%,389.3,9732.5,22709,12%,155.72,3893,Dealer_3,66,Mumbai
21-10-2023,Sneakers,Paragon,7,15,2659.23,40%,1063.69,15955.35,23933.1,12%,319.11,4786.65,Dealer_1,53,Delhi
21-10-2023,Flats,Bata,9,14,1624.98,30%,487.49,6824.86,15924.86,12%,195,2730,Dealer_6,167,Pune
21-10-2023,Flats,Bata,10,16,3450.26,30%,1035.08,16561.28,38642.88,12%,414.03,6624.48,Dealer_1,85,Delhi
21-10-2023,Boots,Paragon,6,21,729.26,40%,291.7,6125.7,9188.76,12%,87.51,1837.71,Dealer_1,50,Delhi
21-10-2023,Sandals,Paragon,7,23,625,40%,250,5750,8625,12%,75,1725,Dealer_1,149,Delhi
21-10-2023,Sandals,Paragon,9,22,1690.11,40%,676.04,14872.88,22309.54,12%,202.81,4461.82,Dealer_2,176,Delhi
21-10-2023,Flats,Paragon,7,40,1220.16,40%,488.06,19522.4,29284,12%,146.42,5856.8,Dealer_6,65,Pune
21-10-2023,Sandals,Adidas,9,10,2636.47,15%,395.47,3954.7,22410,12%,316.38,3163.8,Dealer_2,117,Delhi
22-10-2023,Flats,Paragon,7,17,2257.17,40%,902.87,15348.79,23023.1,12%,270.86,4604.62,Dealer_1,98,Delhi
22-10-2023,Sneakers,Bata,11,24,1649.69,30%,494.91,11877.84,27714.72,12%,197.96,4751.04,Dealer_6,125,Pune
22-10-2023,Flats,Bata,9,50,2141.61,30%,642.48,32124,74956.5,12%,256.99,12849.5,Dealer_5,114,Haryana
22-10-2023,Heels,Bata,10,25,3122.2,30%,936.66,23416.5,54638.5,12%,374.66,9366.5,Dealer_6,114,Pune
22-10-2023,Sandals,Metro,7,14,1246.48,30%,373.94,5235.16,12215.56,12%,149.58,2094.12,Dealer_4,138,Haryana
22-10-2023,Flats,Nike,9,37,3959.42,15%,593.91,21974.67,124523.87,12%,475.13,17579.81,Dealer_7,164,Mumbai
22-10-2023,Sneakers,Paragon,10,15,1296,40%,518.4,7776,11664,12%,155.52,2332.8,Dealer_7,142,Mumbai
22-10-2023,Flats,Paragon,9,14,1923,40%,769.2,10768.8,16153.2,12%,230.76,3230.64,Dealer_7,131,Mumbai
22-10-2023,Sandals,Bata,10,40,2481.77,30%,744.53,29781.2,69489.6,12%,297.81,11912.4,Dealer_3,175,Mumbai
22-10-2023,Sandals,Paragon,10,22,1070.28,40%,428.11,9418.42,14127.74,12%,128.43,2825.46,Dealer_2,60,Delhi
22-10-2023,Flats,Bata,8,39,4519.9,30%,1355.97,52882.83,123393.27,12%,542.39,21153.21,Dealer_3,153,Mumbai
22-10-2023,Sandals,Bata,8,19,1568.33,30%,470.5,8939.5,20858.77,12%,188.2,3575.8,Dealer_7,148,Mumbai
23-10-2023,Sneakers,Adidas,8,34,9918.1,15%,1487.72,50582.48,286632.92,12%,1190.17,40465.78,Dealer_6,88,Pune
23-10-2023,Sandals,Bata,6,37,4165.5,30%,1249.65,46237.05,107886.45,12%,499.86,18494.82,Dealer_6,94,Pune
23-10-2023,Sneakers,Paragon,7,23,737.12,40%,294.85,6781.55,10172.21,12%,88.45,2034.35,Dealer_3,170,Mumbai
23-10-2023,Sneakers,Sketchers,8,22,1597.56,25%,399.39,8786.58,26359.74,12%,191.71,4217.62,Dealer_3,90,Mumbai
23-10-2023,Sandals,Paragon,8,24,974.87,40%,389.95,9358.8,14038.08,12%,116.98,2807.52,Dealer_6,177,Pune
23-10-2023,Sandals,Bata,7,41,4876.4,30%,1462.92,59979.72,139952.68,12%,585.17,23991.97,Dealer_1,140,Delhi
23-10-2023,Sneakers,Nike,8,40,10293.81,15%,1544.07,61762.8,349989.6,12%,1235.26,49410.4,Dealer_2,110,Delhi
24-10-2023,Sandals,Adidas,8,41,2103.74,15%,315.56,12937.96,73315.38,12%,252.45,10350.45,Dealer_3,90,Mumbai
24-10-2023,Sandals,Paragon,8,49,1572.49,40%,629,30821,46231.01,12%,188.7,9246.3,Dealer_2,83,Delhi
24-10-2023,Flats,Reebok,8,33,6842.75,20%,1368.55,45162.15,180648.6,12%,821.13,27097.29,Dealer_2,144,Delhi
24-10-2023,Flats,Liberty,6,11,1617.7,40%,647.08,7117.88,10676.82,12%,194.12,2135.32,Dealer_5,113,Haryana
24-10-2023,Boots,Bata,10,24,4640.58,30%,1392.17,33412.08,77961.84,12%,556.87,13364.88,Dealer_3,171,Mumbai
24-10-2023,Flats,Sketchers,9,31,4097.49,25%,1024.37,31755.47,95266.72,12%,491.7,15242.7,Dealer_3,99,Mumbai
24-10-2023,Sneakers,Bata,10,46,4884.54,30%,1465.36,67406.56,157282.28,12%,586.14,26962.44,Dealer_2,110,Delhi
24-10-2023,Heels,Puma,9,46,4083.64,20%,816.73,37569.58,150277.86,12%,490.04,22541.84,Dealer_1,130,Delhi
24-10-2023,Flats,Nike,8,19,10483.28,15%,1572.49,29877.31,169305.01,12%,1257.99,23901.81,Dealer_1,185,Delhi
25-10-2023,Sandals,Paragon,10,27,667.31,40%,266.92,7206.84,10810.53,12%,80.08,2162.16,Dealer_3,99,Mumbai
25-10-2023,Flats,Metro,8,19,2455.13,30%,736.54,13994.26,32653.21,12%,294.62,5597.78,Dealer_7,65,Mumbai
25-10-2023,Sandals,Puma,7,50,1516.79,20%,303.36,15168,60671.5,12%,182.01,9100.5,Dealer_3,173,Mumbai
25-10-2023,Flats,Adidas,8,30,5877.58,15%,881.64,26449.2,149878.2,12%,705.31,21159.3,Dealer_3,187,Mumbai
25-10-2023,Boots,Paragon,7,48,2012.7,40%,805.08,38643.84,57965.76,12%,241.52,11592.96,Dealer_3,65,Mumbai
25-10-2023,Flats,Adidas,9,42,4259.65,15%,638.95,26835.9,152069.4,12%,511.16,21468.72,Dealer_3,158,Mumbai
25-10-2023,Flats,Nike,8,26,5450.88,15%,817.63,21258.38,120464.5,12%,654.11,17006.86,Dealer_3,56,Mumbai
26-10-2023,Flats,Paragon,11,36,696.77,40%,278.71,10033.56,15050.16,12%,83.61,3009.96,Dealer_4,87,Haryana
26-10-2023,Sandals,Paragon,8,45,892.45,40%,356.98,16064.1,24096.15,12%,107.09,4819.05,Dealer_4,130,Haryana
26-10-2023,Sneakers,Sketchers,8,27,2390.01,25%,597.5,16132.5,48397.77,12%,286.8,7743.6,Dealer_6,166,Pune
26-10-2023,Sandals,Adidas,9,18,4582.43,15%,687.36,12372.48,70111.26,12%,549.89,9898.02,Dealer_1,81,Delhi
27-10-2023,Heels,Bata,9,40,2475.29,30%,742.59,29703.6,69308,12%,297.03,11881.2,Dealer_3,146,Mumbai
27-10-2023,Flats,Nike,10,37,10755.94,15%,1613.39,59695.43,338274.35,12%,1290.71,47756.27,Dealer_3,95,Mumbai
27-10-2023,Sandals,Paragon,11,12,2109.05,40%,843.62,10123.44,15185.16,12%,253.09,3037.08,Dealer_3,194,Mumbai
27-10-2023,Flats,Paragon,6,42,639.65,40%,255.86,10746.12,16119.18,12%,76.76,3223.92,Dealer_7,83,Mumbai
27-10-2023,Sandals,Nike,6,18,4818.84,15%,722.83,13010.94,73728.18,12%,578.26,10408.68,Dealer_6,91,Pune
27-10-2023,Flats,Puma,6,33,6847.76,20%,1369.55,45195.15,180780.93,12%,821.73,27117.09,Dealer_3,70,Mumbai
27-10-2023,Sandals,Bata,11,14,2969.82,30%,890.95,12473.3,29104.18,12%,356.38,4989.32,Dealer_6,65,Pune
27-10-2023,Flats,Bata,10,35,3778.35,30%,1133.51,39672.85,92569.4,12%,453.4,15869,Dealer_6,72,Pune
28-10-2023,Sandals,Adidas,7,26,3819.17,15%,572.88,14894.88,84403.54,12%,458.3,11915.8,Dealer_1,192,Delhi
28-10-2023,Sneakers,Nike,10,24,8744.32,15%,1311.65,31479.6,178384.08,12%,1049.32,25183.68,Dealer_1,106,Delhi
28-10-2023,Flats,Puma,7,18,4253.21,20%,850.64,15311.52,61246.26,12%,510.39,9187.02,Dealer_3,149,Mumbai
28-10-2023,Flats,Paragon,10,35,548.14,40%,219.26,7674.1,11510.8,12%,65.78,2302.3,Dealer_7,124,Mumbai
28-10-2023,Sandals,Nike,10,36,9600.37,15%,1440.06,51842.16,293771.16,12%,1152.04,41473.44,Dealer_1,101,Delhi
28-10-2023,Flats,Nike,7,24,9992.87,15%,1498.93,35974.32,203854.56,12%,1199.14,28779.36,Dealer_1,139,Delhi
28-10-2023,Flats,Nike,9,33,9109.78,15%,1366.47,45093.51,255529.23,12%,1093.17,36074.61,Dealer_2,151,Delhi
28-10-2023,Boots,Adidas,9,10,9321.61,15%,1398.24,13982.4,79233.7,12%,1118.59,11185.9,Dealer_7,122,Mumbai
